time,event_type,floor,destination,direction,elevator_id,details
58.28,passenger_alighted,7,,,Elevator_2,Remaining load: 0
58.28,elevator_moved,2,,,Elevator_3,"Direction: IDLE, From: F2, Passengers: 0"
59.32,elevator_moved,4,,,Elevator_1,"Direction: UP, From: F3, Passengers: 0"
59.32,elevator_moved,8,,,Elevator_2,"Direction: UP, From: F7, Passengers: 0"
59.32,elevator_moved,2,,,Elevator_3,"Direction: IDLE, From: F2, Passengers: 0"
60.34,passenger_boarded,8,4,DOWN,Elevator_2,Current load: 1
60.59,passenger_generated,6,8,UP,,Passenger P_5_6059
60.86,passenger_generated,6,3,DOWN,,Passenger P_5_6086
60.36,elevator_moved,5,,,Elevator_1,"Direction: UP, From: F4, Passengers: 0"
60.36,elevator_moved,7,,,Elevator_2,"Direction: DOWN, From: F8, Passengers: 1"
60.36,elevator_moved,1,,,Elevator_3,"Direction: DOWN, From: F2, Passengers: 0"
61.40,elevator_moved,6,,,Elevator_1,"Direction: UP, From: F5, Passengers: 0"
61.40,elevator_moved,6,,,Elevator_2,"Direction: DOWN, From: F7, Passengers: 1"
61.40,elevator_moved,1,,,Elevator_3,"Direction: IDLE, From: F1, Passengers: 0"
62.41,passenger_boarded,6,8,UP,Elevator_1,Current load: 1
62.42,passenger_boarded,6,3,DOWN,Elevator_2,Current load: 2
62.53,passenger_generated,1,8,UP,,Passenger P_0_6252
63.23,passenger_generated,1,3,UP,,Passenger P_0_6323
62.44,elevator_moved,7,,,Elevator_1,"Direction: UP, From: F6, Passengers: 1"
62.44,elevator_moved,5,,,Elevator_2,"Direction: DOWN, From: F6, Passengers: 2"
62.44,elevator_moved,1,,,Elevator_3,"Direction: IDLE, From: F1, Passengers: 0"
63.47,passenger_boarded,1,8,UP,Elevator_3,Current load: 2
63.47,passenger_boarded,1,3,UP,Elevator_3,Current load: 2
63.48,elevator_moved,8,,,Elevator_1,"Direction: UP, From: F7, Passengers: 1"
63.48,passenger_alighted,8,,,Elevator_1,Remaining load: 0
63.48,elevator_moved,4,,,Elevator_2,"Direction: DOWN, From: F5, Passengers: 2"
63.48,passenger_alighted,4,,,Elevator_2,Remaining load: 1
63.48,elevator_moved,2,,,Elevator_3,"Direction: UP, From: F1, Passengers: 2"
64.52,elevator_moved,8,,,Elevator_1,"Direction: IDLE, From: F8, Passengers: 0"
64.52,elevator_moved,3,,,Elevator_2,"Direction: DOWN, From: F4, Passengers: 1"
64.52,passenger_alighted,3,,,Elevator_2,Remaining load: 0
64.52,elevator_moved,3,,,Elevator_3,"Direction: UP, From: F2, Passengers: 2"
64.52,passenger_alighted,3,,,Elevator_3,Remaining load: 1
65.77,passenger_generated,7,8,UP,,Passenger P_6_6577
65.92,passenger_generated,2,7,UP,,Passenger P_1_6591
65.56,elevator_moved,7,,,Elevator_1,"Direction: DOWN, From: F8, Passengers: 0"
65.56,elevator_moved,3,,,Elevator_2,"Direction: IDLE, From: F3, Passengers: 0"
65.56,elevator_moved,4,,,Elevator_3,"Direction: UP, From: F3, Passengers: 1"
66.57,passenger_boarded,7,8,UP,Elevator_1,Current load: 1
66.75,passenger_generated,7,8,UP,,Passenger P_6_6675
66.84,passenger_generated,4,3,DOWN,,Passenger P_3_6683
66.60,elevator_moved,8,,,Elevator_1,"Direction: UP, From: F7, Passengers: 1"
66.60,passenger_alighted,8,,,Elevator_1,Remaining load: 0
66.60,elevator_moved,2,,,Elevator_2,"Direction: DOWN, From: F3, Passengers: 0"
66.60,elevator_moved,5,,,Elevator_3,"Direction: UP, From: F4, Passengers: 1"
67.62,passenger_boarded,2,7,UP,Elevator_2,Current load: 1
68.16,passenger_generated,8,4,DOWN,,Passenger P_7_6815
67.64,elevator_moved,7,,,Elevator_1,"Direction: DOWN, From: F8, Passengers: 0"
67.64,elevator_moved,3,,,Elevator_2,"Direction: UP, From: F2, Passengers: 1"
67.64,elevator_moved,6,,,Elevator_3,"Direction: UP, From: F5, Passengers: 1"
68.68,elevator_moved,6,,,Elevator_1,"Direction: DOWN, From: F7, Passengers: 0"
68.68,elevator_moved,4,,,Elevator_2,"Direction: UP, From: F3, Passengers: 1"
68.68,elevator_moved,7,,,Elevator_3,"Direction: UP, From: F6, Passengers: 1"
69.71,passenger_boarded,7,8,UP,Elevator_3,Current load: 2
69.83,passenger_generated,7,6,DOWN,,Passenger P_6_6983
70.66,passenger_generated,6,3,DOWN,,Passenger P_5_7066
69.72,elevator_moved,5,,,Elevator_1,"Direction: DOWN, From: F6, Passengers: 0"
69.72,elevator_moved,5,,,Elevator_2,"Direction: UP, From: F4, Passengers: 1"
69.72,elevator_moved,8,,,Elevator_3,"Direction: UP, From: F7, Passengers: 2"
69.72,passenger_alighted,8,,,Elevator_3,Remaining load: 0
69.72,passenger_alighted,8,,,Elevator_3,Remaining load: 0
70.75,passenger_boarded,8,4,DOWN,Elevator_3,Current load: 1
71.09,passenger_generated,7,2,DOWN,,Passenger P_6_7108
70.76,elevator_moved,4,,,Elevator_1,"Direction: DOWN, From: F5, Passengers: 0"
70.76,elevator_moved,6,,,Elevator_2,"Direction: UP, From: F5, Passengers: 1"
70.76,elevator_moved,7,,,Elevator_3,"Direction: DOWN, From: F8, Passengers: 1"
71.77,passenger_boarded,4,3,DOWN,Elevator_1,Current load: 1
71.79,passenger_boarded,7,6,DOWN,Elevator_3,Current load: 3
71.79,passenger_boarded,7,2,DOWN,Elevator_3,Current load: 3
71.80,elevator_moved,3,,,Elevator_1,"Direction: DOWN, From: F4, Passengers: 1"
71.80,passenger_alighted,3,,,Elevator_1,Remaining load: 0
71.80,elevator_moved,7,,,Elevator_2,"Direction: UP, From: F6, Passengers: 1"
71.80,passenger_alighted,7,,,Elevator_2,Remaining load: 0
71.80,elevator_moved,6,,,Elevator_3,"Direction: DOWN, From: F7, Passengers: 3"
71.80,passenger_alighted,6,,,Elevator_3,Remaining load: 2
72.83,passenger_boarded,6,3,DOWN,Elevator_3,Current load: 3
73.04,passenger_generated,6,8,UP,,Passenger P_5_7304
73.31,passenger_generated,8,5,DOWN,,Passenger P_7_7331
73.50,passenger_generated,7,5,DOWN,,Passenger P_6_7349
72.84,elevator_moved,3,,,Elevator_1,"Direction: IDLE, From: F3, Passengers: 0"
72.84,elevator_moved,7,,,Elevator_2,"Direction: IDLE, From: F7, Passengers: 0"
72.84,elevator_moved,5,,,Elevator_3,"Direction: DOWN, From: F6, Passengers: 3"
73.86,passenger_boarded,7,5,DOWN,Elevator_2,Current load: 1
73.88,elevator_moved,4,,,Elevator_1,"Direction: UP, From: F3, Passengers: 0"
73.88,elevator_moved,6,,,Elevator_2,"Direction: DOWN, From: F7, Passengers: 1"
73.88,elevator_moved,4,,,Elevator_3,"Direction: DOWN, From: F5, Passengers: 3"
73.88,passenger_alighted,4,,,Elevator_3,Remaining load: 2
74.92,elevator_moved,5,,,Elevator_1,"Direction: UP, From: F4, Passengers: 0"
74.92,elevator_moved,5,,,Elevator_2,"Direction: DOWN, From: F6, Passengers: 1"
74.92,passenger_alighted,5,,,Elevator_2,Remaining load: 0
74.92,elevator_moved,3,,,Elevator_3,"Direction: DOWN, From: F4, Passengers: 2"
74.92,passenger_alighted,3,,,Elevator_3,Remaining load: 1
75.96,elevator_moved,6,,,Elevator_1,"Direction: UP, From: F5, Passengers: 0"
75.96,elevator_moved,6,,,Elevator_2,"Direction: UP, From: F5, Passengers: 0"
75.96,elevator_moved,2,,,Elevator_3,"Direction: DOWN, From: F3, Passengers: 1"
75.96,passenger_alighted,2,,,Elevator_3,Remaining load: 0
76.97,passenger_boarded,6,8,UP,Elevator_1,Current load: 1
77.85,passenger_generated,4,3,DOWN,,Passenger P_3_7785
77.00,elevator_moved,7,,,Elevator_1,"Direction: UP, From: F6, Passengers: 1"
77.00,elevator_moved,7,,,Elevator_2,"Direction: UP, From: F6, Passengers: 0"
77.00,elevator_moved,1,,,Elevator_3,"Direction: DOWN, From: F2, Passengers: 0"
78.04,elevator_moved,8,,,Elevator_1,"Direction: UP, From: F7, Passengers: 1"
78.04,passenger_alighted,8,,,Elevator_1,Remaining load: 0
78.04,elevator_moved,7,,,Elevator_2,"Direction: IDLE, From: F7, Passengers: 0"
78.04,elevator_moved,1,,,Elevator_3,"Direction: IDLE, From: F1, Passengers: 0"
79.05,passenger_boarded,8,5,DOWN,Elevator_1,Current load: 1
79.35,passenger_generated,6,7,UP,,Passenger P_5_7934
79.08,elevator_moved,7,,,Elevator_1,"Direction: DOWN, From: F8, Passengers: 1"
79.08,elevator_moved,6,,,Elevator_2,"Direction: DOWN, From: F7, Passengers: 0"
79.08,elevator_moved,1,,,Elevator_3,"Direction: IDLE, From: F1, Passengers: 0"
80.10,passenger_boarded,6,7,UP,Elevator_2,Current load: 1
80.12,elevator_moved,6,,,Elevator_1,"Direction: DOWN, From: F7, Passengers: 1"
80.12,elevator_moved,7,,,Elevator_2,"Direction: UP, From: F6, Passengers: 1"
80.12,passenger_alighted,7,,,Elevator_2,Remaining load: 0
80.12,elevator_moved,1,,,Elevator_3,"Direction: IDLE, From: F1, Passengers: 0"
81.81,passenger_generated,1,7,UP,,Passenger P_0_8180
81.16,elevator_moved,5,,,Elevator_1,"Direction: DOWN, From: F6, Passengers: 1"
81.16,passenger_alighted,5,,,Elevator_1,Remaining load: 0
81.16,elevator_moved,7,,,Elevator_2,"Direction: IDLE, From: F7, Passengers: 0"
81.16,elevator_moved,1,,,Elevator_3,"Direction: IDLE, From: F1, Passengers: 0"
82.19,passenger_boarded,1,7,UP,Elevator_3,Current load: 1
82.25,passenger_generated,1,3,UP,,Passenger P_0_8224
82.20,elevator_moved,5,,,Elevator_1,"Direction: IDLE, From: F5, Passengers: 0"
82.20,elevator_moved,7,,,Elevator_2,"Direction: IDLE, From: F7, Passengers: 0"
82.20,elevator_moved,2,,,Elevator_3,"Direction: UP, From: F1, Passengers: 1"
83.24,elevator_moved,4,,,Elevator_1,"Direction: DOWN, From: F5, Passengers: 0"
83.24,elevator_moved,7,,,Elevator_2,"Direction: IDLE, From: F7, Passengers: 0"
83.24,elevator_moved,3,,,Elevator_3,"Direction: UP, From: F2, Passengers: 1"
84.25,passenger_boarded,4,3,DOWN,Elevator_1,Current load: 1
84.28,elevator_moved,3,,,Elevator_1,"Direction: DOWN, From: F4, Passengers: 1"
84.28,passenger_alighted,3,,,Elevator_1,Remaining load: 0
84.28,elevator_moved,8,,,Elevator_2,"Direction: UP, From: F7, Passengers: 0"
84.28,elevator_moved,4,,,Elevator_3,"Direction: UP, From: F3, Passengers: 1"
85.76,passenger_generated,5,1,DOWN,,Passenger P_4_8576
85.94,passenger_generated,4,3,DOWN,,Passenger P_3_8593
86.13,passenger_generated,7,5,DOWN,,Passenger P_6_8612
85.32,elevator_moved,2,,,Elevator_1,"Direction: DOWN, From: F3, Passengers: 0"
85.32,elevator_moved,8,,,Elevator_2,"Direction: IDLE, From: F8, Passengers: 0"
85.32,elevator_moved,5,,,Elevator_3,"Direction: UP, From: F4, Passengers: 1"
86.71,passenger_generated,2,6,UP,,Passenger P_1_8670
86.36,elevator_moved,1,,,Elevator_1,"Direction: DOWN, From: F2, Passengers: 0"
86.36,elevator_moved,7,,,Elevator_2,"Direction: DOWN, From: F8, Passengers: 0"
86.36,elevator_moved,6,,,Elevator_3,"Direction: UP, From: F5, Passengers: 1"
87.37,passenger_boarded,1,3,UP,Elevator_1,Current load: 1
87.38,passenger_boarded,7,5,DOWN,Elevator_2,Current load: 1
88.33,passenger_generated,5,1,DOWN,,Passenger P_4_8833
88.33,passenger_generated,3,7,UP,,Passenger P_2_8833
87.40,elevator_moved,2,,,Elevator_1,"Direction: UP, From: F1, Passengers: 1"
87.40,elevator_moved,6,,,Elevator_2,"Direction: DOWN, From: F7, Passengers: 1"
87.40,elevator_moved,7,,,Elevator_3,"Direction: UP, From: F6, Passengers: 1"
87.40,passenger_alighted,7,,,Elevator_3,Remaining load: 0
88.41,passenger_boarded,2,6,UP,Elevator_1,Current load: 2
89.25,passenger_generated,5,3,DOWN,,Passenger P_4_8925
88.44,elevator_moved,3,,,Elevator_1,"Direction: UP, From: F2, Passengers: 2"
88.44,passenger_alighted,3,,,Elevator_1,Remaining load: 1
88.44,elevator_moved,5,,,Elevator_2,"Direction: DOWN, From: F6, Passengers: 1"
88.44,passenger_alighted,5,,,Elevator_2,Remaining load: 0
88.44,elevator_moved,8,,,Elevator_3,"Direction: UP, From: F7, Passengers: 0"
89.45,passenger_boarded,3,7,UP,Elevator_1,Current load: 2
89.46,passenger_boarded,5,1,DOWN,Elevator_2,Current load: 3
89.46,passenger_boarded,5,1,DOWN,Elevator_2,Current load: 3
89.46,passenger_boarded,5,3,DOWN,Elevator_2,Current load: 3
90.06,passenger_generated,8,5,DOWN,,Passenger P_7_9006
89.48,elevator_moved,4,,,Elevator_1,"Direction: UP, From: F3, Passengers: 2"
89.48,elevator_moved,4,,,Elevator_2,"Direction: DOWN, From: F5, Passengers: 3"
89.48,elevator_moved,8,,,Elevator_3,"Direction: IDLE, From: F8, Passengers: 0"
90.50,passenger_boarded,4,3,DOWN,Elevator_2,Current load: 4
90.51,passenger_boarded,8,5,DOWN,Elevator_3,Current load: 1
91.22,passenger_generated,8,3,DOWN,,Passenger P_7_9121
90.52,elevator_moved,5,,,Elevator_1,"Direction: UP, From: F4, Passengers: 2"
90.52,elevator_moved,3,,,Elevator_2,"Direction: DOWN, From: F4, Passengers: 4"
90.52,passenger_alighted,3,,,Elevator_2,Remaining load: 2
90.52,passenger_alighted,3,,,Elevator_2,Remaining load: 2
90.52,elevator_moved,7,,,Elevator_3,"Direction: DOWN, From: F8, Passengers: 1"
91.74,passenger_generated,1,5,UP,,Passenger P_0_9173
91.56,elevator_moved,6,,,Elevator_1,"Direction: UP, From: F5, Passengers: 2"
91.56,passenger_alighted,6,,,Elevator_1,Remaining load: 1
91.56,elevator_moved,2,,,Elevator_2,"Direction: DOWN, From: F3, Passengers: 2"
91.56,elevator_moved,6,,,Elevator_3,"Direction: DOWN, From: F7, Passengers: 1"
92.76,passenger_generated,6,7,UP,,Passenger P_5_9276
92.60,elevator_moved,7,,,Elevator_1,"Direction: UP, From: F6, Passengers: 1"
92.60,passenger_alighted,7,,,Elevator_1,Remaining load: 0
92.60,elevator_moved,1,,,Elevator_2,"Direction: DOWN, From: F2, Passengers: 2"
92.60,passenger_alighted,1,,,Elevator_2,Remaining load: 0
92.60,passenger_alighted,1,,,Elevator_2,Remaining load: 0
92.60,elevator_moved,5,,,Elevator_3,"Direction: DOWN, From: F6, Passengers: 1"
92.60,passenger_alighted,5,,,Elevator_3,Remaining load: 0
93.64,elevator_moved,8,,,Elevator_1,"Direction: UP, From: F7, Passengers: 0"
93.64,elevator_moved,1,,,Elevator_2,"Direction: IDLE, From: F1, Passengers: 0"
93.64,elevator_moved,6,,,Elevator_3,"Direction: UP, From: F5, Passengers: 0"
94.65,passenger_boarded,8,3,DOWN,Elevator_1,Current load: 1
94.66,passenger_boarded,1,5,UP,Elevator_2,Current load: 1
94.67,passenger_boarded,6,7,UP,Elevator_3,Current load: 1
94.70,passenger_generated,2,5,UP,,Passenger P_1_9470
94.68,elevator_moved,7,,,Elevator_1,"Direction: DOWN, From: F8, Passengers: 1"
94.68,elevator_moved,2,,,Elevator_2,"Direction: UP, From: F1, Passengers: 1"
94.68,elevator_moved,7,,,Elevator_3,"Direction: UP, From: F6, Passengers: 1"
94.68,passenger_alighted,7,,,Elevator_3,Remaining load: 0
95.70,passenger_boarded,2,5,UP,Elevator_2,Current load: 2
95.84,passenger_generated,7,5,DOWN,,Passenger P_6_9583
96.14,passenger_generated,5,4,DOWN,,Passenger P_4_9613
95.72,elevator_moved,6,,,Elevator_1,"Direction: DOWN, From: F7, Passengers: 1"
95.72,elevator_moved,3,,,Elevator_2,"Direction: UP, From: F2, Passengers: 2"
95.72,elevator_moved,7,,,Elevator_3,"Direction: IDLE, From: F7, Passengers: 0"
96.76,elevator_moved,5,,,Elevator_1,"Direction: DOWN, From: F6, Passengers: 1"
96.76,elevator_moved,4,,,Elevator_2,"Direction: UP, From: F3, Passengers: 2"
96.76,elevator_moved,7,,,Elevator_3,"Direction: IDLE, From: F7, Passengers: 0"
97.77,passenger_boarded,5,4,DOWN,Elevator_1,Current load: 2
97.80,elevator_moved,4,,,Elevator_1,"Direction: DOWN, From: F5, Passengers: 2"
97.80,passenger_alighted,4,,,Elevator_1,Remaining load: 1
97.80,elevator_moved,5,,,Elevator_2,"Direction: UP, From: F4, Passengers: 2"
97.80,passenger_alighted,5,,,Elevator_2,Remaining load: 0
97.80,passenger_alighted,5,,,Elevator_2,Remaining load: 0
97.80,elevator_moved,7,,,Elevator_3,"Direction: IDLE, From: F7, Passengers: 0"
99.39,passenger_generated,3,6,UP,,Passenger P_2_9938
98.84,elevator_moved,3,,,Elevator_1,"Direction: DOWN, From: F4, Passengers: 1"
98.84,passenger_alighted,3,,,Elevator_1,Remaining load: 0
98.84,elevator_moved,5,,,Elevator_2,"Direction: IDLE, From: F5, Passengers: 0"
98.84,elevator_moved,7,,,Elevator_3,"Direction: IDLE, From: F7, Passengers: 0"
99.85,passenger_boarded,3,6,UP,Elevator_1,Current load: 1
99.87,passenger_boarded,7,5,DOWN,Elevator_3,Current load: 1
99.88,elevator_moved,4,,,Elevator_1,"Direction: UP, From: F3, Passengers: 1"
99.88,elevator_moved,6,,,Elevator_2,"Direction: UP, From: F5, Passengers: 0"
99.88,elevator_moved,6,,,Elevator_3,"Direction: DOWN, From: F7, Passengers: 1"
101.78,passenger_generated,6,7,UP,,Passenger P_5_10177
100.92,elevator_moved,5,,,Elevator_1,"Direction: UP, From: F4, Passengers: 1"
100.92,elevator_moved,6,,,Elevator_2,"Direction: IDLE, From: F6, Passengers: 0"
100.92,elevator_moved,5,,,Elevator_3,"Direction: DOWN, From: F6, Passengers: 1"
100.92,passenger_alighted,5,,,Elevator_3,Remaining load: 0
102.29,passenger_generated,6,8,UP,,Passenger P_5_10229
101.96,elevator_moved,6,,,Elevator_1,"Direction: UP, From: F5, Passengers: 1"
101.96,passenger_alighted,6,,,Elevator_1,Remaining load: 0
101.96,elevator_moved,6,,,Elevator_2,"Direction: IDLE, From: F6, Passengers: 0"
101.96,elevator_moved,5,,,Elevator_3,"Direction: IDLE, From: F5, Passengers: 0"
103.98,passenger_generated,7,5,DOWN,,Passenger P_6_10397
103.00,elevator_moved,6,,,Elevator_1,"Direction: IDLE, From: F6, Passengers: 0"
103.00,elevator_moved,6,,,Elevator_2,"Direction: IDLE, From: F6, Passengers: 0"
103.00,elevator_moved,5,,,Elevator_3,"Direction: IDLE, From: F5, Passengers: 0"
104.02,passenger_boarded,6,7,UP,Elevator_2,Current load: 2
104.02,passenger_boarded,6,8,UP,Elevator_2,Current load: 2
104.42,passenger_generated,1,5,UP,,Passenger P_0_10441
104.04,elevator_moved,6,,,Elevator_1,"Direction: IDLE, From: F6, Passengers: 0"
104.04,elevator_moved,7,,,Elevator_2,"Direction: UP, From: F6, Passengers: 2"
104.04,passenger_alighted,7,,,Elevator_2,Remaining load: 1
104.04,elevator_moved,4,,,Elevator_3,"Direction: DOWN, From: F5, Passengers: 0"
105.84,passenger_generated,4,7,UP,,Passenger P_3_10583
106.02,passenger_generated,8,6,DOWN,,Passenger P_7_10601
105.08,elevator_moved,7,,,Elevator_1,"Direction: UP, From: F6, Passengers: 0"
105.08,elevator_moved,8,,,Elevator_2,"Direction: UP, From: F7, Passengers: 1"
105.08,passenger_alighted,8,,,Elevator_2,Remaining load: 0
105.08,elevator_moved,3,,,Elevator_3,"Direction: DOWN, From: F4, Passengers: 0"
106.09,passenger_boarded,7,5,DOWN,Elevator_1,Current load: 1
106.10,passenger_boarded,8,6,DOWN,Elevator_2,Current load: 1
106.85,passenger_generated,1,7,UP,,Passenger P_0_10685
106.12,elevator_moved,6,,,Elevator_1,"Direction: DOWN, From: F7, Passengers: 1"
106.12,elevator_moved,7,,,Elevator_2,"Direction: DOWN, From: F8, Passengers: 1"
106.12,elevator_moved,2,,,Elevator_3,"Direction: DOWN, From: F3, Passengers: 0"
107.43,passenger_generated,7,5,DOWN,,Passenger P_6_10743
107.16,elevator_moved,5,,,Elevator_1,"Direction: DOWN, From: F6, Passengers: 1"
107.16,passenger_alighted,5,,,Elevator_1,Remaining load: 0
107.16,elevator_moved,6,,,Elevator_2,"Direction: DOWN, From: F7, Passengers: 1"
107.16,passenger_alighted,6,,,Elevator_2,Remaining load: 0
107.16,elevator_moved,1,,,Elevator_3,"Direction: DOWN, From: F2, Passengers: 0"
108.19,passenger_boarded,1,5,UP,Elevator_3,Current load: 2
108.19,passenger_boarded,1,7,UP,Elevator_3,Current load: 2
108.20,elevator_moved,6,,,Elevator_1,"Direction: UP, From: F5, Passengers: 0"
108.20,elevator_moved,7,,,Elevator_2,"Direction: UP, From: F6, Passengers: 0"
108.20,elevator_moved,2,,,Elevator_3,"Direction: UP, From: F1, Passengers: 2"
109.24,elevator_moved,7,,,Elevator_1,"Direction: UP, From: F6, Passengers: 0"
109.24,elevator_moved,7,,,Elevator_2,"Direction: IDLE, From: F7, Passengers: 0"
109.24,elevator_moved,3,,,Elevator_3,"Direction: UP, From: F2, Passengers: 2"
110.25,passenger_boarded,7,5,DOWN,Elevator_1,Current load: 1
110.28,elevator_moved,6,,,Elevator_1,"Direction: DOWN, From: F7, Passengers: 1"
110.28,elevator_moved,7,,,Elevator_2,"Direction: IDLE, From: F7, Passengers: 0"
110.28,elevator_moved,4,,,Elevator_3,"Direction: UP, From: F3, Passengers: 2"
111.31,passenger_boarded,4,7,UP,Elevator_3,Current load: 3
111.32,elevator_moved,5,,,Elevator_1,"Direction: DOWN, From: F6, Passengers: 1"
111.32,passenger_alighted,5,,,Elevator_1,Remaining load: 0
111.32,elevator_moved,7,,,Elevator_2,"Direction: IDLE, From: F7, Passengers: 0"
111.32,elevator_moved,5,,,Elevator_3,"Direction: UP, From: F4, Passengers: 3"
111.32,passenger_alighted,5,,,Elevator_3,Remaining load: 2
112.36,elevator_moved,5,,,Elevator_1,"Direction: IDLE, From: F5, Passengers: 0"
112.36,elevator_moved,7,,,Elevator_2,"Direction: IDLE, From: F7, Passengers: 0"
112.36,elevator_moved,6,,,Elevator_3,"Direction: UP, From: F5, Passengers: 2"
113.40,elevator_moved,5,,,Elevator_1,"Direction: IDLE, From: F5, Passengers: 0"
113.40,elevator_moved,7,,,Elevator_2,"Direction: IDLE, From: F7, Passengers: 0"
113.40,elevator_moved,7,,,Elevator_3,"Direction: UP, From: F6, Passengers: 2"
113.40,passenger_alighted,7,,,Elevator_3,Remaining load: 0
113.40,passenger_alighted,7,,,Elevator_3,Remaining load: 0
115.14,passenger_generated,8,2,DOWN,,Passenger P_7_11513
114.44,elevator_moved,5,,,Elevator_1,"Direction: IDLE, From: F5, Passengers: 0"
114.44,elevator_moved,7,,,Elevator_2,"Direction: IDLE, From: F7, Passengers: 0"
114.44,elevator_moved,7,,,Elevator_3,"Direction: IDLE, From: F7, Passengers: 0"
115.82,passenger_generated,1,6,UP,,Passenger P_0_11582
115.48,elevator_moved,4,,,Elevator_1,"Direction: DOWN, From: F5, Passengers: 0"
115.48,elevator_moved,8,,,Elevator_2,"Direction: UP, From: F7, Passengers: 0"
115.48,elevator_moved,7,,,Elevator_3,"Direction: IDLE, From: F7, Passengers: 0"
116.52,elevator_moved,3,,,Elevator_1,"Direction: DOWN, From: F4, Passengers: 0"
116.52,elevator_moved,8,,,Elevator_2,"Direction: IDLE, From: F8, Passengers: 0"
